part_number,raw_photo_path,raw_width,raw_height,min_dimension,bucket,enhanced_photo_path,enhanced_generated,photo_ready_for_future_cloud,next_action
600GB-SAS3.5,D:\BIRETOS\projects\biretos-automation\downloads\photos\600GB-SAS3.5.jpg,1500,1500,1500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\600GB-SAS3.5__catalog_placeholder_v1__c43ce7de.jpg,True,True,keep_enhanced
603111,D:\BIRETOS\projects\biretos-automation\downloads\photos\603111.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\603111__catalog_placeholder_v1__0b5e516b.jpg,True,True,keep_enhanced
604411,D:\BIRETOS\projects\biretos-automation\downloads\photos\604411.jpg,400,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\604411__catalog_placeholder_v1__4d059b8c.jpg,True,True,keep_enhanced
6500-LRK,D:\BIRETOS\projects\biretos-automation\downloads\photos\6500-LRK.jpg,1024,1024,1024,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\6500-LRK__catalog_placeholder_v1__4132d20b.jpg,True,True,keep_enhanced
65UL3J,D:\BIRETOS\projects\biretos-automation\downloads\photos\65UL3J.jpg,300,300,300,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\65UL3J__catalog_placeholder_v1__1d3586f9.jpg,True,False,upscale_then_review
704960,D:\BIRETOS\projects\biretos-automation\downloads\photos\704960.jpg,299,243,243,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\704960__catalog_placeholder_v1__80e877d4.jpg,True,False,upscale_then_review
7508001857,D:\BIRETOS\projects\biretos-automation\downloads\photos\7508001857.jpg,1024,1024,1024,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\7508001857__catalog_placeholder_v1__dd01f853.jpg,True,True,keep_enhanced
7508001858,D:\BIRETOS\projects\biretos-automation\downloads\photos\7508001858.jpg,200,200,200,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\7508001858__catalog_placeholder_v1__33a5de93.jpg,True,False,upscale_then_review
7508002114,D:\BIRETOS\projects\biretos-automation\downloads\photos\7508002114.jpg,208,208,208,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\7508002114__catalog_placeholder_v1__610e7c97.jpg,True,False,upscale_then_review
773111,D:\BIRETOS\projects\biretos-automation\downloads\photos\773111.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\773111__catalog_placeholder_v1__279ab1c4.jpg,True,True,keep_enhanced
773211,D:\BIRETOS\projects\biretos-automation\downloads\photos\773211.jpg,200,150,150,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\773211__catalog_placeholder_v1__583afd1b.jpg,True,False,re_search_required
775511,D:\BIRETOS\projects\biretos-automation\downloads\photos\775511.jpg,566,566,566,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\775511__catalog_placeholder_v1__27a75e3f.jpg,True,True,keep_enhanced
775611,D:\BIRETOS\projects\biretos-automation\downloads\photos\775611.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\775611__catalog_placeholder_v1__3bfb363f.jpg,True,True,keep_enhanced
777911,D:\BIRETOS\projects\biretos-automation\downloads\photos\777911.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\777911__catalog_placeholder_v1__37181351.jpg,True,True,keep_enhanced
778311,D:\BIRETOS\projects\biretos-automation\downloads\photos\778311.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\778311__catalog_placeholder_v1__bf004f8e.jpg,True,True,keep_enhanced
786711,D:\BIRETOS\projects\biretos-automation\downloads\photos\786711.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\786711__catalog_placeholder_v1__34a029b8.jpg,True,True,keep_enhanced
787411,D:\BIRETOS\projects\biretos-automation\downloads\photos\787411.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\787411__catalog_placeholder_v1__4d589297.jpg,True,True,keep_enhanced
787511,D:\BIRETOS\projects\biretos-automation\downloads\photos\787511.jpg,700,700,700,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\787511__catalog_placeholder_v1__a7181fda.jpg,True,True,keep_enhanced
788013.40.RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\788013.40.RU.jpg,251,325,251,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\788013.40.RU__catalog_placeholder_v1__f6689a3c.jpg,True,False,upscale_then_review
788311,D:\BIRETOS\projects\biretos-automation\downloads\photos\788311.jpg,566,566,566,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\788311__catalog_placeholder_v1__a6c55283.jpg,True,True,keep_enhanced
788600,D:\BIRETOS\projects\biretos-automation\downloads\photos\788600.jpg,1000,785,785,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\788600__catalog_placeholder_v1__fbecd0bd.jpg,True,True,keep_enhanced
7910180000,D:\BIRETOS\projects\biretos-automation\downloads\photos\7910180000.jpg,500,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\7910180000__catalog_placeholder_v1__9e514fb1.jpg,True,True,keep_enhanced
797211,D:\BIRETOS\projects\biretos-automation\downloads\photos\797211.jpg,792,800,792,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\797211__catalog_placeholder_v1__4347a17c.jpg,True,True,keep_enhanced
802371,D:\BIRETOS\projects\biretos-automation\downloads\photos\802371.jpg,1000,886,886,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\802371__catalog_placeholder_v1__603e0fa9.jpg,True,True,keep_enhanced
802374,D:\BIRETOS\projects\biretos-automation\downloads\photos\802374.jpg,1000,856,856,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\802374__catalog_placeholder_v1__5d77b0f8.jpg,True,True,keep_enhanced
804791,D:\BIRETOS\projects\biretos-automation\downloads\photos\804791.jpg,299,264,264,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\804791__catalog_placeholder_v1__c0ccb97c.jpg,True,False,upscale_then_review
804905,D:\BIRETOS\projects\biretos-automation\downloads\photos\804905.jpg,299,291,291,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\804905__catalog_placeholder_v1__edcd281b.jpg,True,False,upscale_then_review
805576,D:\BIRETOS\projects\biretos-automation\downloads\photos\805576.jpg,400,247,247,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\805576__catalog_placeholder_v1__698b24af.jpg,True,False,upscale_then_review
805577,D:\BIRETOS\projects\biretos-automation\downloads\photos\805577.jpg,415,255,255,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\805577__catalog_placeholder_v1__9f659428.jpg,True,False,upscale_then_review
805590,D:\BIRETOS\projects\biretos-automation\downloads\photos\805590.jpg,400,395,395,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\805590__catalog_placeholder_v1__38895810.jpg,True,False,upscale_then_review
806602,D:\BIRETOS\projects\biretos-automation\downloads\photos\806602.jpg,220,58,58,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\806602__catalog_placeholder_v1__0376fab5.jpg,True,False,re_search_required
808606,D:\BIRETOS\projects\biretos-automation\downloads\photos\808606.jpg,490,350,350,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\808606__catalog_placeholder_v1__a80ece46.jpg,True,False,upscale_then_review
808610.10,D:\BIRETOS\projects\biretos-automation\downloads\photos\808610.10.jpg,299,216,216,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\808610.10__catalog_placeholder_v1__edd64ed5.jpg,True,False,upscale_then_review
808621,D:\BIRETOS\projects\biretos-automation\downloads\photos\808621.jpg,800,800,800,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\808621__catalog_placeholder_v1__e3ca860a.jpg,True,True,keep_enhanced
815511,D:\BIRETOS\projects\biretos-automation\downloads\photos\815511.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\815511__catalog_placeholder_v1__340ccebf.jpg,True,True,keep_enhanced
815611,D:\BIRETOS\projects\biretos-automation\downloads\photos\815611.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\815611__catalog_placeholder_v1__37181351.jpg,True,True,keep_enhanced
816713,D:\BIRETOS\projects\biretos-automation\downloads\photos\816713.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\816713__catalog_placeholder_v1__4babcea3.jpg,True,True,keep_enhanced
820111,D:\BIRETOS\projects\biretos-automation\downloads\photos\820111.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\820111__catalog_placeholder_v1__84a2b644.jpg,True,True,keep_enhanced
820511,D:\BIRETOS\projects\biretos-automation\downloads\photos\820511.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\820511__catalog_placeholder_v1__0a0566a0.jpg,True,True,keep_enhanced
820611,D:\BIRETOS\projects\biretos-automation\downloads\photos\820611.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\820611__catalog_placeholder_v1__b2d51a16.jpg,True,True,keep_enhanced
821811,D:\BIRETOS\projects\biretos-automation\downloads\photos\821811.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\821811__catalog_placeholder_v1__3199def6.jpg,True,True,keep_enhanced
824611,D:\BIRETOS\projects\biretos-automation\downloads\photos\824611.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\824611__catalog_placeholder_v1__340ccebf.jpg,True,True,keep_enhanced
829211,D:\BIRETOS\projects\biretos-automation\downloads\photos\829211.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\829211__catalog_placeholder_v1__1af24c97.jpg,True,True,keep_enhanced
830811,D:\BIRETOS\projects\biretos-automation\downloads\photos\830811.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\830811__catalog_placeholder_v1__1126ada9.jpg,True,True,keep_enhanced
846811,D:\BIRETOS\projects\biretos-automation\downloads\photos\846811.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\846811__catalog_placeholder_v1__768f7f85.jpg,True,True,keep_enhanced
871-229-201,D:\BIRETOS\projects\biretos-automation\downloads\photos\871-229-201.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\871-229-201__catalog_placeholder_v1__843a9574.jpg,True,True,keep_enhanced
885711,D:\BIRETOS\projects\biretos-automation\downloads\photos\885711.jpg,400,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\885711__catalog_placeholder_v1__f1ff46a8.jpg,True,True,keep_enhanced
885811,D:\BIRETOS\projects\biretos-automation\downloads\photos\885811.jpg,702,141,141,tiny_quarantine,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\885811__catalog_placeholder_v1__d5c187e1.jpg,True,False,re_search_required
887111,D:\BIRETOS\projects\biretos-automation\downloads\photos\887111.jpg,400,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\887111__catalog_placeholder_v1__7d7be60e.jpg,True,True,keep_enhanced
902591,D:\BIRETOS\projects\biretos-automation\downloads\photos\902591.jpg,650,650,650,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\902591__catalog_placeholder_v1__caf81094.jpg,True,True,keep_enhanced
91940-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\91940-RU.jpg,1200,630,630,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\91940-RU__catalog_placeholder_v1__57fa615c.jpg,True,True,keep_enhanced
940293,D:\BIRETOS\projects\biretos-automation\downloads\photos\940293.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\940293__catalog_placeholder_v1__08899122.jpg,True,True,keep_enhanced
A133230-00,D:\BIRETOS\projects\biretos-automation\downloads\photos\A133230-00.jpg,1520,596,596,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\A133230-00__catalog_placeholder_v1__b1f6c40a.jpg,True,True,keep_enhanced
AF00-B65,D:\BIRETOS\projects\biretos-automation\downloads\photos\AF00-B65.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\AF00-B65__catalog_placeholder_v1__13a29c2b.jpg,True,True,keep_enhanced
AT-MMC200LX,D:\BIRETOS\projects\biretos-automation\downloads\photos\AT-MMC200LX.jpg,1920,1920,1920,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\AT-MMC200LX__catalog_placeholder_v1__e2a3539e.jpg,True,True,keep_enhanced
AT-MMCR18-60-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\AT-MMCR18-60-RU.jpg,900,900,900,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\AT-MMCR18-60-RU__catalog_placeholder_v1__439487ef.jpg,True,True,keep_enhanced
AT-TRAY4,D:\BIRETOS\projects\biretos-automation\downloads\photos\AT-TRAY4.jpg,640,218,218,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\AT-TRAY4__catalog_placeholder_v1__1097ac21.jpg,True,False,upscale_then_review
BF-HWC4-PN16-0125,D:\BIRETOS\projects\biretos-automation\downloads\photos\BF-HWC4-PN16-0125.jpg,462,480,462,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\BF-HWC4-PN16-0125__catalog_placeholder_v1__3a0b25dc.jpg,True,True,keep_enhanced
BS-420G2,D:\BIRETOS\projects\biretos-automation\downloads\photos\BS-420G2.jpg,560,560,560,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\BS-420G2__catalog_placeholder_v1__3d456592.jpg,True,True,keep_enhanced
BWC4-Y-R,D:\BIRETOS\projects\biretos-automation\downloads\photos\BWC4-Y-R.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\BWC4-Y-R__catalog_placeholder_v1__23f3d91f.jpg,True,True,keep_enhanced
C7355A1050,D:\BIRETOS\projects\biretos-automation\downloads\photos\C7355A1050.jpg,1157,1130,1130,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\C7355A1050__catalog_placeholder_v1__460f0446.jpg,True,True,keep_enhanced
CAB-010-SC-SM,D:\BIRETOS\projects\biretos-automation\downloads\photos\CAB-010-SC-SM.jpg,600,383,383,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CAB-010-SC-SM__catalog_placeholder_v1__8053837a.jpg,True,False,upscale_then_review
CABLE-0.22-8T,D:\BIRETOS\projects\biretos-automation\downloads\photos\CABLE-0.22-8T.jpg,900,900,900,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CABLE-0.22-8T__catalog_placeholder_v1__9d8bab03.jpg,True,True,keep_enhanced
CATALIST,D:\BIRETOS\projects\biretos-automation\downloads\photos\CATALIST.jpg,2400,1260,1260,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CATALIST__catalog_placeholder_v1__3f5b75d6.jpg,True,True,keep_enhanced
CB015A,D:\BIRETOS\projects\biretos-automation\downloads\photos\CB015A.jpg,275,265,265,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CB015A__catalog_placeholder_v1__a563e250.jpg,True,False,upscale_then_review
CF274A,D:\BIRETOS\projects\biretos-automation\downloads\photos\CF274A.jpg,400,400,400,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CF274A__catalog_placeholder_v1__1400aaff.jpg,True,True,keep_enhanced
CM010610,D:\BIRETOS\projects\biretos-automation\downloads\photos\CM010610.jpg,1280,720,720,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CM010610__catalog_placeholder_v1__606b9040.jpg,True,True,keep_enhanced
CM100600-RU,D:\BIRETOS\projects\biretos-automation\downloads\photos\CM100600-RU.jpg,2000,2000,2000,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CM100600-RU__catalog_placeholder_v1__46e64675.jpg,True,True,keep_enhanced
CN80-HB-CNV-0,D:\BIRETOS\projects\biretos-automation\downloads\photos\CN80-HB-CNV-0.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CN80-HB-CNV-0__catalog_placeholder_v1__d15b5e1f.jpg,True,True,keep_enhanced
COLOR,D:\BIRETOS\projects\biretos-automation\downloads\photos\COLOR.jpg,1200,630,630,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\COLOR__catalog_placeholder_v1__2036eb97.jpg,True,True,keep_enhanced
CPO-RL4,D:\BIRETOS\projects\biretos-automation\downloads\photos\CPO-RL4.jpg,500,423,423,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CPO-RL4__catalog_placeholder_v1__feff119a.jpg,True,True,keep_enhanced
CR-M024DC2,D:\BIRETOS\projects\biretos-automation\downloads\photos\CR-M024DC2.jpg,450,450,450,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CR-M024DC2__catalog_placeholder_v1__65033e95.jpg,True,True,keep_enhanced
CR-M4LC,D:\BIRETOS\projects\biretos-automation\downloads\photos\CR-M4LC.jpg,720,514,514,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CR-M4LC__catalog_placeholder_v1__fa6c640e.jpg,True,True,keep_enhanced
CR-MH,D:\BIRETOS\projects\biretos-automation\downloads\photos\CR-MH.jpg,300,214,214,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CR-MH__catalog_placeholder_v1__d3cd8ee5.jpg,True,False,upscale_then_review
CR-P_M42,D:\BIRETOS\projects\biretos-automation\downloads\photos\CR-P_M42.jpg,340,444,340,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CR-P_M42__catalog_placeholder_v1__6d8ba225.jpg,True,False,upscale_then_review
CSR,D:\BIRETOS\projects\biretos-automation\downloads\photos\CSR.jpg,675,675,675,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CSR__catalog_placeholder_v1__3c154d60.jpg,True,True,keep_enhanced
CWR,D:\BIRETOS\projects\biretos-automation\downloads\photos\CWR.jpg,500,500,500,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CWR__catalog_placeholder_v1__cc8bcbe6.jpg,True,True,keep_enhanced
CWSS-RB-S8,D:\BIRETOS\projects\biretos-automation\downloads\photos\CWSS-RB-S8.jpg,600,600,600,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\CWSS-RB-S8__catalog_placeholder_v1__cfa0fafe.jpg,True,True,keep_enhanced
D-71570,D:\BIRETOS\projects\biretos-automation\downloads\photos\D-71570.jpg,340,340,340,needs_upscale,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\D-71570__catalog_placeholder_v1__cf91e6ab.jpg,True,False,upscale_then_review
DCPSU-24-1.3,D:\BIRETOS\projects\biretos-automation\downloads\photos\DCPSU-24-1.3.jpg,628,472,472,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\DCPSU-24-1.3__catalog_placeholder_v1__62ba3a83.jpg,True,True,keep_enhanced
DPTE1000S,D:\BIRETOS\projects\biretos-automation\downloads\photos\DPTE1000S.jpg,680,680,680,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\DPTE1000S__catalog_placeholder_v1__ada04f14.jpg,True,True,keep_enhanced
DTI6,D:\BIRETOS\projects\biretos-automation\downloads\photos\DTI6.jpg,512,512,512,good_quality,D:\BIRETOS\projects\biretos-automation\downloads\photos_enhanced\DTI6__catalog_placeholder_v1__951c5390.jpg,True,True,keep_enhanced
